Street_bounding,Name_bounding,Address_bounding,Rating_bounding,Place ID,Latitude_bounding,Longitude_bounding
Stanton Ave,Three Rivers Tattoo,"524 Grant Avenue floor 2, Millvale",4.7,ChIJxZBjZajzNIgRj4GvDPTX5mk,40.4810224,-79.9747074
butler st,Catalyst Lofts,"141 41st Street, Pittsburgh",4.5,ChIJxfd3XU3yNIgRmFs8Sh_iSug,40.4708499,-79.9626619
liberty ave,Rust Belt Relix,"307 Taylor Street, Pittsburgh",5.0,ChIJy2iWtlLzNIgROSswPtkBGgc,40.4621525,-79.9509984
penn ave,"Walter J. Zalewski Funeral Homes, Inc.","216 44th Street, Pittsburgh",4.7,ChIJy3BQBlLyNIgR3P1tLRqiAOQ,40.4709689,-79.9593557
penn ave,The Glass Whale Vape & Smoke Shop,"3818 Butler Street, Pittsburgh",5.0,ChIJy3zXG4LzNIgRzzCr3ah6dbY,40.4672237,-79.9638372
butler st,Golden Goat,"4319 Butler Street, Pittsburgh",4.8,ChIJy91oMU7zNIgRm64XNWImLlg,40.47123190000001,-79.96024369999999
penn ave,Huemor,"3706 Butler Street STE 324, Pittsburgh",5.0,ChIJyQmHBlTxNIgRX_IhvejVZh0,40.4663709,-79.9643997
butler st,No. 14,"4601 Butler Street, Pittsburgh",4.1,ChIJyT5EL1LyNIgR2DneN02WIcQ,40.47295190000001,-79.95884269999999
34th St,Salonika Imports,"3509 Smallman Street, Pittsburgh",4.8,ChIJyTyxT7TzNIgRnMNKpyk-XEM,40.4647526,-79.96782309999999
45th St,Scott's Barber Shop,"205 Grant Avenue, Millvale",4.9,ChIJyWWVFqnzNIgRo7lMSaiNEBg,40.47873,-79.97137599999999
44th St,ACE Cash Express,"129 Lincoln Avenue, Pittsburgh",4.9,ChIJyeG2Y6nzNIgR5VjRXYOW9K4,40.47867420000001,-79.9699392
42nd st,Millvalle Riverfront Park,"54 River Front Drive, Millvale",4.9,ChIJz245Y0jzNIgRjXOiOt2-F3g,40.4745475,-79.9694219
liberty ave,Taste of India,"4320 Penn Avenue, Pittsburgh",4.3,ChIJz3fkUU_yNIgRz8ny6o9Dcos,40.46576940000001,-79.9535236
liberty ave,Dan Cercone Barber Shop,"4720 Liberty Avenue, Pittsburgh",4.7,ChIJz4fxEUfyNIgR8tvfxlBf9rg,40.46159,-79.949339
52nd st,Sperling Family Funeral Services,"123 North Avenue #1, Pittsburgh",,ChIJz6w916fzNIgRBk9iuEIE8mw,40.4804767,-79.9757011
liberty ave,Tram's Kitchen,"4050 Penn Avenue, Pittsburgh",4.6,ChIJzV7wK0nyNIgRgtFZ1GerHV0,40.46540299999999,-79.955962
48th St,Quiet Retreat Therapy,"216 Grant Avenue, Millvale",5.0,ChIJzxtmc2jzNIgRXD07ZM_4Xmk,40.4791818,-79.9714522
