Address,Business Name,Street,Rating,Latitude,Longitude,Flag
192 46th st,192 46th St,"192 46th St, Pittsburgh, PA 15201, USA",,40.472984,-79.9593359,broad_filled
192 47th st,192 47th St,"192 47th St, Pittsburgh, PA 15201, USA",,40.4740361,-79.9583693,broad_filled
192 47th st apt 1,192 47th St Apartment 1,"192 47th St Apartment 1, Pittsburgh, PA 15201, USA",,40.4740409,-79.95831849999999,broad_filled
192 47th st apt 2,192 47th St Apartment 2,"192 47th St Apartment 2, Pittsburgh, PA 15201, USA",,40.4740277,-79.9583346,broad_filled
192 47th st apt 3,192 47th St Apartment 3,"192 47th St Apartment 3, Pittsburgh, PA 15201, USA",,40.4740277,-79.9583346,broad_filled
192 49th st,192 49th St,"192 49th St, Pittsburgh, PA 15201, USA",,40.4772961,-79.9574604,broad_filled
192 51st st,192 51st St,"192 51st St, Pittsburgh, PA 15201, USA",,40.4783787,-79.95574409999999,broad_filled
193 38th st,193 38th St,"193 38th St, Pittsburgh, PA 15201, USA",,40.4674616,-79.9647993,broad_filled
193 43rd st,"George Bernard Sestric, MD",butler st,3.5,40.4708505,-79.9604617,bounding_only
193 43rd st,"Dr. William Lamb Jr, DO",butler st,,40.4709214,-79.9604064,bounding_only
193 43rd st,"Dr. Philip J. Cichon, MD",butler st,5.0,40.4708505,-79.96046179999999,consolidated
193 43rd st,Greater Pittsburgh Medical Associates-UPMC,butler st,,40.4708505,-79.96046179999999,bounding_only
193 43rd st,Shane Alexander Eikenberry,butler st,,40.4708505,-79.96046179999999,bounding_only
193 cotton way,193 Cotton Way,"193 Cotton Way, Pittsburgh, PA 15201, USA",,40.4728688,-79.9595219,broad_filled
194 37th st,194 37th St,"194 37th St, Pittsburgh, PA 15201, USA",,40.4663396,-79.9651229,broad_filled
194 42nd st,194 42nd St,"194 42nd St, Pittsburgh, PA 15201, USA",,40.4703256,-79.96100589999999,broad_filled
194 43rd half st,194 43rd Half St,"194 43rd Half St, Pittsburgh, PA 15201, USA",,40.47142180000001,-79.9604315,broad_filled
194 45th st,194 45th St,"194 45th St, Pittsburgh, PA 15201, USA",,40.4722133,-79.9596485,broad_filled
195 38th st,195 38th St,"195 38th St, Pittsburgh, PA 15201, USA",,40.4674233,-79.96475939999999,broad_filled
195 cotton way,195 Cotton Way,"195 Cotton Way, Pittsburgh, PA 15201, USA",,40.4728666,-79.9594647,broad_filled
196 36th st,196 36th St,"196 36th St, Pittsburgh, PA 15201, USA",,40.4654369,-79.9657469,broad_filled
196 36th st unit 1a,196 36th St # 1-A,"196 36th St # 1-A, Pittsburgh, PA 15201, USA",,40.4653709,-79.965627,broad_filled
196 36th st unit 1b,196 36th St # 1-B,"196 36th St # 1-B, Pittsburgh, PA 15201, USA",,40.4651765,-79.9657673,broad_filled
196 36th st unit 2a,196 36th St APT 2A,"196 36th St APT 2A, Pittsburgh, PA 15201, USA",,40.4653702,-79.9657617,broad_filled
196 36th st unit 2b,196 36th St APT 2B,"196 36th St APT 2B, Pittsburgh, PA 15201, USA",,40.4653553,-79.9657235,broad_filled
196 36th st unit 2c,196 36th St APT 2C,"196 36th St APT 2C, Pittsburgh, PA 15201, USA",,40.4652834,-79.96570299999999,broad_filled
196 36th st unit 2d,196 36th St APT 2D,"196 36th St APT 2D, Pittsburgh, PA 15201, USA",,40.4653272,-79.96565009999999,broad_filled
196 36th st unit 2e,196 36th St APT 2E,"196 36th St APT 2E, Pittsburgh, PA 15201, USA",,40.46531340000001,-79.9656143,broad_filled
196 36th st unit 2f,196 36th St APT 2F,"196 36th St APT 2F, Pittsburgh, PA 15201, USA",,40.4652975,-79.9655722,broad_filled
196 36th st unit 2g,196 36th St APT 2G,"196 36th St APT 2G, Pittsburgh, PA 15201, USA",,40.4653182,-79.9657991,broad_filled
196 36th st unit 3a,196 36th St APT 3A,"196 36th St APT 3A, Pittsburgh, PA 15201, USA",,40.465303,-79.9657601,broad_filled
196 36th st unit 3b,196 36th St APT 3B,"196 36th St APT 3B, Pittsburgh, PA 15201, USA",,40.4652606,-79.96564959999999,broad_filled
196 36th st unit 3c,196 36th St APT 3C,"196 36th St APT 3C, Pittsburgh, PA 15201, USA",,40.4652452,-79.9656085,broad_filled
196 36th st unit 3d,196 36th St APT 3D,"196 36th St APT 3D, Pittsburgh, PA 15201, USA",,40.4652677,-79.9658355,broad_filled
196 36th st unit 3e,196 36th St APT 3E,"196 36th St APT 3E, Pittsburgh, PA 15201, USA",,40.4652521,-79.96579559999999,broad_filled
196 36th st unit 3f,196 36th St APT 3F,"196 36th St APT 3F, Pittsburgh, PA 15201, USA",,40.4652369,-79.96575580000001,broad_filled
196 36th st unit 3g,196 36th St APT 3G,"196 36th St APT 3G, Pittsburgh, PA 15201, USA",,40.465209,-79.96568409999999,broad_filled
196 36th st unit 3h,196 36th St APT 3H,"196 36th St APT 3H, Pittsburgh, PA 15201, USA",,40.4651938,-79.965644,broad_filled
196 37th st,196 37th St,"196 37th St, Pittsburgh, PA 15201, USA",,40.4663228,-79.96509309999999,broad_filled
196 42nd st,196 42nd St,"196 42nd St, Pittsburgh, PA 15201, USA",,40.47029879999999,-79.96096279999999,broad_filled
197 38th st,197 38th St,"197 38th St, Pittsburgh, PA 15201, USA",,40.4673819,-79.96478069999999,broad_filled
197 cotton way,197 Cotton Way,"197 Cotton Way, Pittsburgh, PA 15201, USA",,40.4728548,-79.959434,broad_filled
198 37th st,198 37th St,"198 37th St, Pittsburgh, PA 15201, USA",,40.4663101,-79.9650289,broad_filled
199 38th st,Distinctive Detailing,penn ave,4.9,40.46726,-79.96459109999999,consolidated
2 ohara pl,2 Ohara Pl,"2 Ohara Pl, Pittsburgh, PA 15201, USA",,40.4621044,-79.9649106,broad_filled
2 ohara pl apt 1,2 Ohara Pl Apartment 1,"2 Ohara Pl Apartment 1, Pittsburgh, PA 15201, USA",,40.4623477,-79.9625276,broad_filled
2 ohara pl apt 2,2 Ohara Pl Apartment 2,"2 Ohara Pl Apartment 2, Pittsburgh, PA 15201, USA",,40.4623477,-79.9625276,broad_filled
2 ohara pl apt 3,2 Ohara Pl Apartment 3,"2 Ohara Pl Apartment 3, Pittsburgh, PA 15201, USA",,40.4623477,-79.9625276,broad_filled
2 saint john pl,St John Place,"20 Emerald St N, Hamilton, ON L8L 8A4, Canada",2.1,43.2531762,-79.85380649999999,broad_filled
2 saint john pl apt 1,,,,,,
2 saint john pl apt 2,,,,,,
2 saint john pl apt 3,,,,,,
20 36th st,Pittsburgh Foundry & Machine,34th st,3.0,40.4669845,-79.96982589999999,consolidated
20 39th st,Three Rivers Packaging Div. of The Cary Company,penn ave,5.0,40.46987679999999,-79.9670805,consolidated
20 48th st,20 48th St,"20 48th St, Fairmont, WV 26554, USA",,39.4721756,-80.1510194,broad_filled
200 57th st,200 57th St,"200 57th St, Pittsburgh, PA 15201, USA",,40.4845079,-79.94580289999999,broad_filled
202 38th st,Umami,penn ave,4.6,40.4666498,-79.9642252,bounding_only
202 57th st,202 57th St,"202 57th St, Pittsburgh, PA 15201, USA",,40.4844595,-79.94574,broad_filled
203 54th st,203 54th St,"203 54th St, Pittsburgh, PA 15201, USA",,40.4826293,-79.9506686,broad_filled
203 fuji ct,203 Fuji Ct,"203 Fuji Ct, Pittsburgh, PA 15201, USA",,40.4719991,-79.95576539999999,broad_filled
204 39th st,204 39th St,"204 39th St, Pittsburgh, PA 15201, USA",,40.46727449999999,-79.96362959999999,broad_filled
204 54th st,204 54th St,"204 54th St, Pittsburgh, PA 15201, USA",,40.4824771,-79.9508508,broad_filled
204 57th st,204 57th St,"204 57th St, Pittsburgh, PA 15201, USA",,40.4844152,-79.9456766,broad_filled
205 54th st,205 54th St,"205 54th St, Pittsburgh, PA 15201, USA",,40.4825917,-79.95059289999999,broad_filled
206 36th st,206 36th St,"206 36th St, Pittsburgh, PA 15201, USA",,40.465061,-79.96486850000001,broad_filled
206 39th st,206 39th St,"206 39th St, Pittsburgh, PA 15201, USA",,40.4673142,-79.9637048,broad_filled
206 57th st,206 57th St,"206 57th St, Pittsburgh, PA 15201, USA",,40.4843736,-79.9456299,broad_filled
206 mccandless ave,206 McCandless Ave,"206 McCandless Ave, Pittsburgh, PA 15201, USA",,40.4802417,-79.9517034,broad_filled
207 34th st,Doughboy Park,"Doughboy Park, 207 34th St, Pittsburgh, PA 15201, USA",,40.4625929,-79.9669619,broad_filled
207 34th st apt 202,207 34th St Apartment 202,"207 34th St Apartment 202, Pittsburgh, PA 15201, USA",,40.4626433,-79.9668777,broad_filled
207 34th st apt 204,207 34th St Apartment 204,"207 34th St Apartment 204, Pittsburgh, PA 15201, USA",,40.4626433,-79.9668777,broad_filled
207 34th st apt 206,207 34th St Apartment 206,"207 34th St Apartment 206, Pittsburgh, PA 15201, USA",,40.4626433,-79.9668777,broad_filled
207 34th st apt 208,207 34th St Apartment 208,"207 34th St Apartment 208, Pittsburgh, PA 15201, USA",,40.4626433,-79.9668777,broad_filled
207 34th st apt 210,207 34th St Apartment 210,"207 34th St Apartment 210, Pittsburgh, PA 15201, USA",,40.4626433,-79.9668777,broad_filled
207 34th st apt 211,207 34th St Apartment 211,"207 34th St Apartment 211, Pittsburgh, PA 15201, USA",,40.4626433,-79.9668777,broad_filled
207 34th st apt 212,207 34th St Apartment 212,"207 34th St Apartment 212, Pittsburgh, PA 15201, USA",,40.4626433,-79.9668777,broad_filled
207 34th st apt 214,207 34th St Apartment 214,"207 34th St Apartment 214, Pittsburgh, PA 15201, USA",,40.4626433,-79.9668777,broad_filled
207 34th st apt 302,207 34th St Apartment 302,"207 34th St Apartment 302, Pittsburgh, PA 15201, USA",,40.4626433,-79.9668777,broad_filled
207 34th st apt 304,207 34th St Apartment 304,"207 34th St Apartment 304, Pittsburgh, PA 15201, USA",,40.4626433,-79.9668777,broad_filled
207 34th st apt 306,207 34th St Apartment 306,"207 34th St Apartment 306, Pittsburgh, PA 15201, USA",,40.4626433,-79.9668777,broad_filled
207 34th st apt 308,207 34th St Apartment 308,"207 34th St Apartment 308, Pittsburgh, PA 15201, USA",,40.4626433,-79.9668777,broad_filled
207 34th st apt 310,207 34th St Apartment 310,"207 34th St Apartment 310, Pittsburgh, PA 15201, USA",,40.4626433,-79.9668777,broad_filled
207 34th st apt 311,207 34th St Apartment 311,"207 34th St Apartment 311, Pittsburgh, PA 15201, USA",,40.4626433,-79.9668777,broad_filled
207 34th st apt 312,207 34th St Apartment 312,"207 34th St Apartment 312, Pittsburgh, PA 15201, USA",,40.4626433,-79.9668777,broad_filled
207 34th st apt 314,207 34th St Apartment 314,"207 34th St Apartment 314, Pittsburgh, PA 15201, USA",,40.4626433,-79.9668777,broad_filled
207 fuji ct,207 Fuji Ct,"207 Fuji Ct, Pittsburgh, PA 15201, USA",,40.4720376,-79.9557189,broad_filled
208 39th st,208 39th St,"208 39th St, Pittsburgh, PA 15201, USA",,40.4672097,-79.9635641,broad_filled
208 55th st,208 55th St,"208 55th St, Pittsburgh, PA 15201, USA",,40.4835394,-79.9498521,broad_filled
208 57th st,208 57th St,"208 57th St, Pittsburgh, PA 15201, USA",,40.4843333,-79.94558669999999,broad_filled
208 fisk st,Polish Eagles Society,penn ave,4.9,40.4689862,-79.9613179,consolidated
208 main st,Ron Donoughe,penn ave,5.0,40.4695931,-79.9607654,consolidated
210 48th st,210 48th St,"210 48th St, Pittsburgh, PA 15201, USA",,40.4754531,-79.9636352,broad_filled
210 57th st,210 57th St,"210 57th St, Pittsburgh, PA 15201, USA",,40.4842935,-79.9455369,broad_filled
210 main st,210 Main,"210 Main St, Hackensack, NJ 07601, United States",3.4,40.8849164,-74.04218449999999,broad_filled
211 38th st,211 38th St,"211 38th St, Pittsburgh, PA 15201, USA",,40.4667068,-79.96371719999999,broad_filled
211 42nd st,211 42nd St,"211 42nd St, Pittsburgh, PA 15201, USA",,40.4701464,-79.9600782,broad_filled
211 44th st,211 44th St,"211 44th St, Pittsburgh, PA 15201, USA",,40.4713324,-79.95942769999999,broad_filled
211 52nd st,211 52nd St,"211 52nd St, Pittsburgh, PA 15201, USA",,40.4810531,-79.9547671,broad_filled
211 56th st,211 56th St,"211 56th St, Pittsburgh, PA 15201, USA",,40.4841239,-79.9474996,broad_filled
211 fuji ct,211 Fuji Ct,"211 Fuji Ct, Pittsburgh, PA 15201, USA",,40.472091,-79.9556534,broad_filled
212 1/2 44th st,212 44th St,"212 44th St, Pittsburgh, PA 15201, USA",,40.471189,-79.9595354,broad_filled
212 38th st,212 38th St,"212 38th St, Pittsburgh, PA 15201, USA",,40.4664563,-79.9639092,broad_filled
212 39th st,212 39th St,"212 39th St, Pittsburgh, PA 15201, USA",,40.4671538,-79.9634876,broad_filled
212 43rd st,212 43rd St,"212 43rd St, Pittsburgh, PA 15201, USA",,40.4703092,-79.9599825,broad_filled
212 44th st,Raise Fitness,butler st,5.0,40.471189,-79.9595354,consolidated
212 44th st,Arsenal Bowl,penn ave,4.1,40.471189,-79.9595354,consolidated
212 45th st,Attack Theatre,butler st,4.5,40.4718797,-79.9591766,consolidated
212 45th st,Quantum Theatre,butler st,4.8,40.4716528,-79.95918549999999,consolidated
212 45th st,Butler Street Lofts,butler st,1.0,40.4717417,-79.95918209999999,consolidated
212 57th st,212 57th St,"212 57th St, Pittsburgh, PA 15201, USA",,40.4842521,-79.9454858,broad_filled
212 main st,212 Main St,"212 Main St, Pittsburgh, PA 15201, USA",,40.4692816,-79.9605222,broad_filled
213 38th st,213 38th St,"213 38th St, Pittsburgh, PA 15201, USA",,40.4665808,-79.9636728,broad_filled
213 42nd st,213 42nd St,"213 42nd St, Pittsburgh, PA 15201, USA",,40.4701267,-79.96003569999999,broad_filled
213 fisk st,213 Fisk St,"213 Fisk St, Pittsburgh, PA 15201, USA",,40.4690001,-79.9608823,broad_filled
213 main st,213 Main St,"213 Main St, Pittsburgh, PA 15201, USA",,40.4695407,-79.96025019999999,broad_filled
214 1/2 43rd st,214 1/2 43rd St,"214 1/2 43rd St, Pittsburgh, PA 15201, USA",,40.47026169999999,-79.9599008,broad_filled
214 43rd st,214 43rd St,"214 43rd St, Pittsburgh, PA 15201, USA",,40.4702902,-79.9599463,broad_filled
214 46th st,214 46th St,"214 46th St, Pittsburgh, PA 15201, USA",,40.4723332,-79.958523,broad_filled
214 57th st,214 57th St,"214 57th St, Pittsburgh, PA 15201, USA",,40.4842156,-79.9454373,broad_filled
214 fisk st,214 Fisk St,"214 Fisk St, Pittsburgh, PA 15201, USA",,40.4687727,-79.9611755,broad_filled
214 main st,214 Main St,"214 Main St, Pittsburgh, PA 15201, USA",,40.4692443,-79.9604694,broad_filled
215 38th st,215 38th St,"215 38th St, Pittsburgh, PA 15201, USA",,40.4666363,-79.9635861,broad_filled
215 39th st,Arsenal Elementary School,penn ave,4.5,40.46713749999999,-79.96302949999999,consolidated
215 42nd st,215 42nd St,"215 42nd St, Pittsburgh, PA 15201, USA",,40.4701082,-79.9600021,broad_filled
215 44th st,215 44th St,"215 44th St, Pittsburgh, PA 15201, USA",,40.47126009999999,-79.9592861,broad_filled
215 fisk st,215 Fisk St,"215 Fisk St, Pittsburgh, PA 15201, USA",,40.4689351,-79.96083139999999,broad_filled
215 fuji ct,215 Fuji Ct,"215 Fuji Ct, Pittsburgh, PA 15201, USA",,40.4721265,-79.9556096,broad_filled
215 main st,215 Main St,"215 Main St, Pittsburgh, PA 15201, USA",,40.46949559999999,-79.9601847,broad_filled
216 38th st,216 38th St,"216 38th St, Pittsburgh, PA 15201, USA",,40.4663687,-79.96396829999999,broad_filled
216 39th st,216 39th St,"216 39th St, Pittsburgh, PA 15201, USA",,40.4670914,-79.9634039,broad_filled
216 42nd st,216 42nd St,"216 42nd St, Pittsburgh, PA 15201, USA",,40.4698808,-79.96000599999999,broad_filled
216 43rd st,216 43rd St,"216 43rd St, Pittsburgh, PA 15201, USA",,40.4702191,-79.9598528,broad_filled
216 44th st,"Walter J. Zalewski Funeral Homes, Inc.",penn ave,4.7,40.4709689,-79.9593557,consolidated
216 45th st,216 45th St,"216 45th St, Pittsburgh, PA 15201, USA",,40.4718426,-79.9590529,broad_filled
216 46th st,216 46th St,"216 46th St, Pittsburgh, PA 15201, USA",,40.4722627,-79.9584465,broad_filled
216 57th st,216 57th St,"216 57th St, Pittsburgh, PA 15201, USA",,40.4841794,-79.9453923,broad_filled
216 fisk st,216 Fisk St,"216 Fisk St, Pittsburgh, PA 15201, USA",,40.4687371,-79.96112889999999,broad_filled
216 main st,216 Main St,"216 Main St, Pittsburgh, PA 15201, USA",,40.4691993,-79.9604173,broad_filled
217 38th st,217 38th St,"217 38th St, Pittsburgh, PA 15201, USA",,40.4665694,-79.96358529999999,broad_filled
217 40th st,217 40th St,"217 40th St, Pittsburgh, PA 15201, USA",,40.4684081,-79.9615682,broad_filled
217 42nd st,217 42nd St,"217 42nd St, Pittsburgh, PA 15201, USA",,40.4700873,-79.9599491,broad_filled
217 fisk st,217 Fisk St,"217 Fisk St, Pittsburgh, PA 15201, USA",,40.4688918,-79.96076359999999,broad_filled
217 main st,217 Main St,"217 Main St, Pittsburgh, PA 15201, USA",,40.4694502,-79.9601333,broad_filled
218 39th st,218 39th St,"218 39th St, Pittsburgh, PA 15201, USA",,40.4670411,-79.96330970000001,broad_filled
218 42nd st,218 42nd St,"218 42nd St, Pittsburgh, PA 15201, USA",,40.4698588,-79.9599588,broad_filled
218 57th st,218 57th St,"218 57th St, Pittsburgh, PA 15201, USA",,40.48401339999999,-79.9454252,broad_filled
218 fisk st,218 Fisk St,"218 Fisk St, Pittsburgh, PA 15201, USA",,40.4686893,-79.9610613,broad_filled
218 main st,218 Main St,"218 Main St, Pittsburgh, PA 15201, USA",,40.4691569,-79.96037299999999,broad_filled
219 38th st,219 38th St,"219 38th St, Pittsburgh, PA 15201, USA",,40.4665663,-79.9635407,broad_filled
219 40th st,219 40th St,"219 40th St, Pittsburgh, PA 15201, USA",,40.4683597,-79.9615221,broad_filled
219 fisk st,219 Fisk St,"219 Fisk St, Pittsburgh, PA 15201, USA",,40.4688485,-79.96071979999999,broad_filled
219 fuji ct,219 Fuji Ct,"219 Fuji Ct, Pittsburgh, PA 15201, USA",,40.4721671,-79.955559,broad_filled
219 main st,219 Main St,"219 Main St, Pittsburgh, PA 15201, USA",,40.4694248,-79.9600677,broad_filled
22 39th st,22 39th St,"22 39th St, Pittsburgh, PA 15201, USA",,40.4700332,-79.967052,broad_filled
22 48th st,22 48th St,"22 48th St, Pittsburgh, PA 15201, USA",,40.4761383,-79.958362,broad_filled
220 37th st,Capuchin Friars Development,penn ave,4.8,40.4657442,-79.96463709999999,consolidated
220 37th st,Province of St. Augustine,penn ave,,40.4657442,-79.96463709999999,consolidated
220 37th st,Archconfraternity of Christian,penn ave,,40.4657442,-79.96463709999999,consolidated
220 37th st,St Fidelis Development,penn ave,,40.4687649,-79.96522019999999,consolidated
220 37th st,Planned Giving,penn ave,,40.4657442,-79.96463709999999,bounding_only
220 38th st,220 38th St,"220 38th St, Pittsburgh, PA 15201, USA",,40.4663566,-79.9638279,broad_filled
220 39th st,220 39th St,"220 39th St, Pittsburgh, PA 15201, USA",,40.4669953,-79.9632707,broad_filled
220 39th st rear,220 39th St,"220 39th St, Pittsburgh, PA 15201, USA",,40.4669953,-79.9632707,broad_filled
220 40th st,Arsenal Middle School,penn ave,4.4,40.4672279,-79.9628524,consolidated
220 42nd st,220 42nd St,"220 42nd St, Pittsburgh, PA 15201, USA",,40.4698384,-79.9599113,broad_filled
220 46th st,220 46th St,"220 46th St, Pittsburgh, PA 15201, USA",,40.472221,-79.9583609,broad_filled
220 48th st,220 48th St,"220 48th St, Pittsburgh, PA 15201, USA",,40.47571180000001,-79.9634635,broad_filled
220 57th st,220 57th St,"220 57th St, Pittsburgh, PA 15201, USA",,40.4840878,-79.9452409,broad_filled
220 fisk st,220 Fisk St,"220 Fisk St, Pittsburgh, PA 15201, USA",,40.4686427,-79.9610162,broad_filled
220 main st,220 Main St,"220 Main St, Pittsburgh, PA 15201, USA",,40.4691286,-79.9603276,broad_filled
221 36th st,St Augustine Friary,penn ave,5.0,40.46538679999999,-79.9648062,bounding_only
221 38th st,221 38th St,"221 38th St, Pittsburgh, PA 15201, USA",,40.4664655,-79.9634332,broad_filled
221 40th st,221 40th St,"221 40th St, Pittsburgh, PA 15201, USA",,40.4683338,-79.96141539999999,broad_filled
221 43rd st,New Bethel Baptist Church,penn ave,4.6,40.47046030000001,-79.9596712,consolidated
221 fisk st,221 Fisk St,"221 Fisk St, Pittsburgh, PA 15201, USA",,40.4688284,-79.96063339999999,broad_filled
222 1/2 43rd st,222 1/2 43rd St,"222 1/2 43rd St, Pittsburgh, PA 15201, USA",,40.4700618,-79.9595872,broad_filled
222 38th st,222 38th St,"222 38th St, Pittsburgh, PA 15201, USA",,40.4663089,-79.96384809999999,broad_filled
222 39th st,222 39th St,"222 39th St, Pittsburgh, PA 15201, USA",,40.4668794,-79.96328539999999,broad_filled
222 42nd st,222 42nd St,"222 42nd St, Pittsburgh, PA 15201, USA",,40.4698217,-79.9598637,broad_filled
222 45th st,222 45th St,"222 45th St, Pittsburgh, PA 15201, USA",,40.4717368,-79.9589487,broad_filled
222 46th st,222 46th St,"222 46th St, Pittsburgh, PA 15201, USA",,40.4721839,-79.9582863,broad_filled
222 57th st,222 57th St,"222 57th St, Pittsburgh, PA 15201, USA",,40.4840514,-79.9452599,broad_filled
222 fisk st,222 Fisk St,"222 Fisk St, Pittsburgh, PA 15201, USA",,40.4685957,-79.9609524,broad_filled
222 main st,222 Main St,"222 Main St, Pittsburgh, PA 15201, USA",,40.4690907,-79.9602821,broad_filled
223 1/2 38th st,223 1/2 38th St,"223 1/2 38th St, Pittsburgh, PA 15201, USA",,40.4663508,-79.9633082,broad_filled
223 40th st,223 40th St,"223 40th St, Pittsburgh, PA 15201, USA",,40.4683184,-79.9613858,broad_filled
223 42nd st,223 42nd St,"223 42nd St, Pittsburgh, PA 15201, USA",,40.4699522,-79.95967809999999,broad_filled
223 44th st,223 44th St,"223 44th St, Pittsburgh, PA 15201, USA",,40.4710346,-79.9589032,broad_filled
223 45th st,223 45th St,"223 45th St, Pittsburgh, PA 15201, USA",,40.471896,-79.9584742,broad_filled
223 fisk st,223 Fisk St,"223 Fisk St, Pittsburgh, PA 15201, USA",,40.4687871,-79.9606116,broad_filled
223 main st,Main St + Howley,"Pittsburgh, PA 15224, United States",0,40.46434,-79.953484,broad_filled
224 38th st,224 38th St,"224 38th St, Pittsburgh, PA 15201, USA",,40.4662482,-79.9637508,broad_filled
224 39th st,224 39th St,"224 39th St, Pittsburgh, PA 15201, USA",,40.4667726,-79.96318169999999,broad_filled
224 42nd st,224 42nd St,"224 42nd St, Pittsburgh, PA 15201, USA",,40.4697767,-79.9598232,broad_filled
224 45th st,224 45th St,"224 45th St, Pittsburgh, PA 15201, USA",,40.4717022,-79.95887979999999,broad_filled
224 57th st,224 57th St,"224 57th St, Pittsburgh, PA 15201, USA",,40.4839543,-79.9451346,broad_filled
224 fisk st,224 Fisk St,"224 Fisk St, Pittsburgh, PA 15201, USA",,40.4685551,-79.9608932,broad_filled
224 main st,224 Main St,"224 Main St, Pittsburgh, PA 15201, USA",,40.4690529,-79.96022459999999,broad_filled
225 37th st,Saint Padre Pio Parish,penn ave,4.8,40.4652168,-79.9639261,consolidated
225 38th st,225 38th St,"225 38th St, Pittsburgh, PA 15201, USA",,40.4662434,-79.96332369999999,broad_filled
225 43rd st,225 43rd St,"225 43rd St, Pittsburgh, PA 15201, USA",,40.4702493,-79.9593752,broad_filled
225 44th st,225 44th St,"225 44th St, Pittsburgh, PA 15201, USA",,40.4710111,-79.9588594,broad_filled
225 45th st,225 45th St,"225 45th St, Pittsburgh, PA 15201, USA",,40.4718302,-79.9583532,broad_filled
225 fisk st,225 Fisk St,"225 Fisk St, Pittsburgh, PA 15201, USA",,40.4687519,-79.96054749999999,broad_filled
225 main st,225 Main St,"225 Main St, Pittsburgh, PA 15201, USA",,40.4693187,-79.9599803,broad_filled
226 1/2 42nd st,226 1/2 42nd St,"226 1/2 42nd St, Pittsburgh, PA 15201, USA",,40.4697263,-79.9597039,broad_filled
226 1/2 45th st,226 1/2 45th St,"226 1/2 45th St, Pittsburgh, PA 15201, USA",,40.4715297,-79.95873189999999,broad_filled
226 1/2 45th st apt 101,226 1/2 45th St #101,"226 1/2 45th St #101, Pittsburgh, PA 15201, USA",,40.4715309,-79.95873209999999,broad_filled
226 1/2 45th st apt 201,226 1/2 45th St #201,"226 1/2 45th St #201, Pittsburgh, PA 15201, USA",,40.4715309,-79.95873209999999,broad_filled
226 38th st,226 38th St,"226 38th St, Pittsburgh, PA 15201, USA",,40.4662069,-79.963729,broad_filled
226 39th st,226 39th St,"226 39th St, Pittsburgh, PA 15201, USA",,40.46676799999999,-79.963163,broad_filled
226 42nd st,226 42nd St,"226 42nd St, Pittsburgh, PA 15201, USA",,40.4697484,-79.9597572,broad_filled
226 43rd st,226 43rd St,"226 43rd St, Pittsburgh, PA 15201, USA",,40.4700243,-79.9595064,broad_filled
226 45th st,226 45th St,"226 45th St, Pittsburgh, PA 15201, USA",,40.4714559,-79.9586363,broad_filled
226 45th st apt 101,226 45th St #101,"226 45th St #101, Pittsburgh, PA 15201, USA",,40.4714518,-79.95864379999999,broad_filled
226 45th st apt 201,226 45th St #201,"226 45th St #201, Pittsburgh, PA 15201, USA",,40.4714518,-79.95864379999999,broad_filled
226 46th st,226 46th St,"226 46th St, Pittsburgh, PA 15201, USA",,40.4721207,-79.95822629999999,broad_filled
226 57th st,226 57th St,"226 57th St, Pittsburgh, PA 15201, USA",,40.4839516,-79.9451644,broad_filled
226 fisk st,226 Fisk St,"226 Fisk St, Pittsburgh, PA 15201, USA",,40.4685287,-79.960803,broad_filled
226 main st,226 Main St,"226 Main St, Pittsburgh, PA 15201, USA",,40.4690208,-79.960177,broad_filled
227 1/2 42nd st,227 1/2 42nd St,"227 1/2 42nd St, Pittsburgh, PA 15201, USA",,40.469942,-79.95944999999999,broad_filled
227 38th st,227 38th St,"227 38th St, Pittsburgh, PA 15201, USA",,40.4661903,-79.9633331,broad_filled
227 42nd st,227 42nd St,"227 42nd St, Pittsburgh, PA 15201, USA",,40.46988899999999,-79.9595112,broad_filled
227 43rd st,227 43rd St,"227 43rd St, Pittsburgh, PA 15201, USA",,40.47025,-79.9592797,broad_filled
227 44th st,227 44th St,"227 44th St, Pittsburgh, PA 15201, USA",,40.470988,-79.9588085,broad_filled
227 45th st,227 45th St,"227 45th St, Pittsburgh, PA 15201, USA",,40.4716847,-79.95838289999999,broad_filled
227 fisk st,227 Fisk St,"227 Fisk St, Pittsburgh, PA 15201, USA",,40.4687187,-79.96050389999999,broad_filled
227 main st,227 Main St,"227 Main St, Pittsburgh, PA 15201, USA",,40.4692768,-79.9599203,broad_filled
228 38th st,228 38th St,"228 38th St, Pittsburgh, PA 15201, USA",,40.466107,-79.963666,broad_filled
228 39th st,228 39th St,"228 39th St, Pittsburgh, PA 15201, USA",,40.466736,-79.9630823,broad_filled
228 42nd st,228 42nd St,"228 42nd St, Pittsburgh, PA 15201, USA",,40.4696934,-79.9596463,broad_filled
228 45th st,228 45th St,"228 45th St, Pittsburgh, PA 15201, USA",,40.4714007,-79.9585833,broad_filled
228 46th st,228 46th St,"228 46th St, Pittsburgh, PA 15201, USA",,40.47205270000001,-79.9581499,broad_filled
228 57th st,228 57th St,"228 57th St, Pittsburgh, PA 15201, USA",,40.4838825,-79.9451018,broad_filled
228 fisk st,228 Fisk St,"228 Fisk St, Pittsburgh, PA 15201, USA",,40.4684752,-79.9607579,broad_filled
228 main st,228 Main St,"228 Main St, Pittsburgh, PA 15201, USA",,40.4689985,-79.9601291,broad_filled
