Street,Name,Address,Rating,Place ID,Latitude,Longitude
50th st,The AuStella Pet Parlor,"421 Grant Avenue, Millvale",5,ChIJnxXmcLfzNIgRtl5oB_AcpRg,40.4801531,-79.9738129
50th st,PNC ATM,"401 Grant Avenue, Millvale",5,ChIJP03cjRbzNIgR5gEudrOMxvI,40.4798567,-79.9732465
50th st,Release & Restore Wellness Center,"501 Grant Avenue, Millvale",5,ChIJcY_WlrXzNIgR9OY5_63RPaQ,40.48034619999999,-79.9741396
50th st,Clark Barber Co.,"503 Grant Avenue, Pittsburgh",5,ChIJgbhyWB_zNIgRw7fCUBZrOZw,40.4803942,-79.97421279999999
50th st,Curated Flame,"505 Grant Avenue, Millvale",4.9,ChIJ-WdLXWPzNIgRcT6R7buS6Y4,40.4804326,-79.9742952
50th st,Female Trouble Tattoo,"507 Grant Avenue Floor 1, Millvale",4.5,ChIJMU49ez7zNIgRCyDxAI1mSUU,40.4804816,-79.9743893
50th st,"Code.sys Code Consulting, Inc.","321 Grant Avenue, Pittsburgh",3.5,ChIJASojxkvyNIgR4r0gpoytEmM,40.47971889999999,-79.9728868
50th st,Esther's Hobby Shop,"219 North Avenue, Millvale",4.8,ChIJpyDdDajzNIgRROuCpduaAzc,40.481468,-79.974755
50th st,Lincoln's P&G Diner,"232 North Avenue, Pittsburgh",4.7,ChIJZymKEajzNIgR44saWOLvQ8w,40.481517,-79.97427689999999
50th st,"Dr. Madhuri V. Mahajan, MD","420 North Avenue, Pittsburgh",5,ChIJt1YnhAfzNIgR1W2A40MePfM,40.4827238,-79.9730998
51st st,Veterans Place of Washington Boulevard,"25 Bateman Street Apartment 4, Pittsburgh",N/A,ChIJ083apoDzNIgR96ZHfxzZKng,40.4806974,-79.97856879999999
51st st,Thatdude,"25 Bateman Street, Millvale",N/A,ChIJlxddrN3zNIgRFr8dF9LooAw,40.480739,-79.97864299999999
51st st,"Dr. George R. Sitterle, DDS","820 Stanton Avenue, Pittsburgh",2.2,ChIJ88Tjp53zNIgRKm3jvdErm34,40.4805543,-79.9793942
51st st,Studio PDP Letterpress & Illustration,"507 1/2 Grant Avenue, Millvale",5,ChIJr_ucC8rzNIgRWJoZW41QtgE,40.4805251,-79.9744267
Stanton ave,MT Troy Rd + #2722,United States,N/A,ChIJ7yPBB5jzNIgRlZv-v8EDs7U,40.473907,-79.98653399999999
Stanton ave,MT Troy Rd + #2722,United States,N/A,ChIJuafUBZjzNIgRGvcMwOeiSD8,40.473908,-79.986626
Stanton ave,Hinds Site,"17 Johnson Street, Millvale",5,ChIJE3yVEKfzNIgRKQ6Ji4qEmgY,40.4810982,-79.97891659999999
Stanton ave,Rebella Artistry,"849 Stanton Avenue, Pittsburgh",N/A,ChIJZ691DK_zNIgRitU-U29uQQU,40.4807119,-79.9807488
Stanton ave,Civil Engineering Design & Consulting,"141 Howard Street, Pittsburgh",N/A,ChIJDavT4mvzNIgRrs8lq7y8RQo,40.4809356,-79.975306
Stanton ave,McGrath Medical,"141 Howard Street, Pittsburgh",N/A,ChIJ84JIssXzNIgRr5drUFb-zMI,40.4809356,-79.975306
Stanton ave,Somers Creative Group,"143 Howard Street, Pittsburgh",N/A,ChIJ7bnFL5fzNIgRkMyauF5kvqA,40.4809712,-79.9752638
Stanton ave,Grant Avenue Pocket Park G.A.P.P. (GAP Park),"518 Grant Avenue, Pittsburgh",3.9,ChIJJcWRcajzNIgRepfA08Ehy40,40.48082580000001,-79.9746389
Stanton ave,Yetter's Candies,"504 Grant Avenue, Pittsburgh",4.8,ChIJCdPiaKjzNIgRA7wptzOzD-E,40.480545,-79.974147
Stanton ave,One Happy Flower Shop,"502 Grant Avenue, Millvale",5,ChIJI3BaaKjzNIgRW3UwerOrR7k,40.4805278,-79.9740814
Stanton ave,Atkinson Beer Distributor,"315 North Avenue, Pittsburgh",4.5,ChIJJ53YHqjzNIgRxhmeAW5elL0,40.48217229999999,-79.9740195
52nd st,Love Place Photography,"2997 Houston Street, Pittsburgh",5,ChIJlY4CYbzuNIgRlYOQI5NTh_w,40.4780408,-79.98487949999999
52nd st,MT Troy Rd + #2768,United States,N/A,ChIJ0XzRcZjzNIgRNiLSY3GSDrY,40.475278,-79.98692799999999
52nd st,Three Rivers Tattoo,"524 Grant Avenue floor 2, Millvale",4.7,ChIJxZBjZajzNIgRj4GvDPTX5mk,40.4810224,-79.9747074
52nd st,"W Group Holdings, LLC","413 North Avenue, Pittsburgh",3.5,ChIJUZg76VR9NIgRInHUwFFLo4k,40.482651,-79.973738
52nd st,Ancur Design and Supply Company,"544 North Avenue, Millvale",3.8,ChIJVR6DGfzxNIgRtirGbdTtF6o,40.4849807,-79.9728502
McCandless ave,MT Troy Rd + Fornof Ln,United States,N/A,ChIJK-G9A6LzNIgRzq9gn7TikMo,40.478233,-79.98604399999999
McCandless ave,Pro Towing Service,"211 North Avenue, Millvale",3,ChIJw_oGyLfzNIgR9RsR8AEACLg,40.4812556,-79.9749528
McCandless ave,Millvale Market,"524 Grant Avenue Floor 1, Millvale",4.6,ChIJ47pOfZPzNIgRY_j6yEEmhLA,40.4810875,-79.97467499999999
McCandless ave,Junk Magician,"115 Colton Street, Pittsburgh",5,ChIJw0nT9i_zNIgR03Xg0Rc18xg,40.4821865,-79.9764977
McCandless ave,Associated Services Inc,"2 Klopfer Street, Pittsburgh",5,ChIJr5cnVwbzNIgRXHUYN_O-Jqs,40.4851458,-79.97272269999999
McCandless ave,St John's Lutheran Church,"501 North Avenue, Millvale",4.8,ChIJrzMivQfzNIgRUY3rpanPM-s,40.4837273,-79.9732401
McCandless ave,Daljit Singh & Associates: Signh Daljit MD,"420 North Avenue, Millvale",1,ChIJt1YnhAfzNIgRY4_WaLqko34,40.48283929999999,-79.97341089999999
McCandless ave,Millvale VFD Station 191,"501 Lincoln Avenue, Millvale",5,ChIJIXBmQKjzNIgR5AahyMeD1EQ,40.4811062,-79.9735647
McCandless ave,RPI Rentals,"409 North Avenue, Pittsburgh",2.5,ChIJf5BVigfzNIgRAqe_XboMv_I,40.482513,-79.973754
53rd st,Rusty Hook Auto Salvage in Pittsburgh,"3015 Mount Troy Road, Pittsburgh",4.9,ChIJQf77OkLzNIgRz3--q9K9Wh0,40.4783377,-79.9868127
53rd st,Steve's Used Tires,"3015 Mount Troy Road, Pittsburgh",4.5,ChIJq2pE5Wv0NIgRquhGNIw6cPQ,40.4784198,-79.9868182
53rd st,MT Troy Rd + Fornoff,United States,N/A,ChIJudxiAKLzNIgRkfdS47d2Fao,40.478464,-79.986385
53rd st,MT Troy Rd + #2840,United States,N/A,ChIJU6_3kpjzNIgRe348rCjIgeI,40.476907,-79.98756499999999
53rd st,Ironborn Contracting,"3018 Mount Troy Road, Pittsburgh",4.7,ChIJ__-T_aHzNIgRBjOUr_r5HTs,40.4788407,-79.9863853
53rd st,MT Troy Rd + Pieffers Store,United States,N/A,ChIJB2PK7JjzNIgRijkLegLHZw4,40.47679100000001,-79.98774399999999
53rd st,Painting N' At,"223 Karen Drive, Millvale",5,ChIJr5vuxhnzNIgRNqsMc784Qfk,40.4800374,-79.9849748
53rd st,Select Dental,"547 North Avenue, Millvale",4.9,ChIJ2VhJTAbzNIgRYCQiZXheQVs,40.4850654,-79.9731521
53rd st,Lloyd McBride Court,"614 Lincoln Avenue, Millvale",4.5,ChIJYS_GAajzNIgRdC__Xp5AsVk,40.4823236,-79.9749456
53rd st,Zurcher Home Improvements,"317 William Street, Pittsburgh",5,ChIJS9c9XBHzNIgRAX5gx4KWZ_Q,40.4828567,-79.9752041
54th st,Rick Horn Construction Inc,"933 Stanton Avenue, Pittsburgh",4,ChIJLcQNj6DzNIgRSUYMtTTUMtY,40.4824967,-79.9836316
54th st,J P Paracca Flooring and Design,"221 North Avenue, Pittsburgh",4.6,ChIJXYlVhanzNIgRvS7OIfEGB00,40.48151289999999,-79.9747216
54th st,Linked Hair Salon,"223 North Avenue, Millvale",4.9,ChIJrz5xWVPzNIgRNS6KhhcRWWc,40.4815508,-79.9746198
54th st,LibertyX Bitcoin ATM,"225 North Avenue, Millvale",N/A,ChIJjZiJA4jzNIgRNJrr_bc3o1Q,40.48159460000001,-79.9746018
54th st,Millvale tobacco outlet,"225 North Avenue, Millvale",5,ChIJHUQ29jjzNIgRQtyC-K0qFgk,40.48159460000001,-79.9746018
54th st,Custom Hair Studio,"227 North Avenue, Millvale",5,ChIJc0v6A1PzNIgRz9x40fArCP8,40.48166680000001,-79.9745439
54th st,Totaro’s Italian Eatery,"220 North Avenue, Millvale",3.4,ChIJ_8ixOeLzNIgRDtOMgy3N80g,40.4812342,-79.97438369999999
54th st,Sidelines Bar & Grill,"621 Evergreen Avenue, Pittsburgh",4.4,ChIJPcu-9wbzNIgRb9WEeyA2mGU,40.485491,-79.97248599999999
55th st,MT Troy Rd + Kinkura,United States,N/A,ChIJQ4poR5_zNIgRS9D4PMjH9G4,40.479397,-79.987611
55th st,MT Troy Rd + Kinkura,United States,N/A,ChIJE74lQZ_zNIgRKJ-CtssWfjA,40.4795,-79.98763
55th st,McCarthy Park,Millvale,N/A,ChIJG2tG2KfzNIgRFZC1cH94LQg,40.4806544,-79.9753523
55th st,Tasty Taquitos,"301 North Avenue, Pittsburgh",5,ChIJQQ9urQTzNIgR7VgT3deDMQI,40.4818167,-79.97431859999999
55th st,"Dr. Franklin N. Masin, MD",United States,N/A,ChIJ5QXLFqjzNIgR_SWoNohU_KE,40.48138600000001,-79.97425989999999
55th st,Millvale Lanes,"523 Lincoln Avenue, Millvale",4.2,ChIJF9KOFqjzNIgRZTFvyGDO8pE,40.481462,-79.974139
55th st,ATM,"313 North Avenue, Pittsburgh",N/A,ChIJVbV6V6jzNIgRjD15Ngc1KTs,40.4821316,-79.97416009999999
55th st,Poetry Lounge,"313 North Avenue, Pittsburgh",4.6,ChIJvwufmXbzNIgRF-PfYxCSA0E,40.48214279999999,-79.9741324
56th st,Spring Garden Ave + Reekes Way,United States,N/A,ChIJQZAHqpnzNIgRpfQMtZ0SLtQ,40.476272,-79.989269
56th st,Spring Garden Ave + Reekes Way,United States,N/A,ChIJw4wHqpnzNIgRlcJcqlo9TtY,40.47631700000001,-79.98939
56th st,Glenn Distributing Inc.,"315 North Avenue, Millvale",4.6,ChIJMwCRUnfzNIgRZ60sVpK9c2I,40.48217229999999,-79.9740195
56th st,Smithfield Cemetery,"413 North Avenue, Pittsburgh",N/A,ChIJp4RdiwfzNIgRwPQ8SE52LQ8,40.482651,-79.973738
56th st,First United Church of Christ,"425 North Avenue, Pittsburgh",5,ChIJCZATkgfzNIgRIg2KQN-AZyo,40.48288220000001,-79.9733382
Hatfield st,God With Us on Pittsbugh Radio,"501 North Avenue, Pittsburgh",N/A,ChIJXW0Zmp3zNIgRUyr5RjU06hQ,40.4837687,-79.9731891
Hatfield st,Di Matteo Michael A,"539 North Avenue, Millvale",N/A,ChIJ-5vYsgfzNIgRrcptXaVayqM,40.48479409999999,-79.9731905
Hatfield st,Dr. Jessica Liao,"547 North Avenue, Pittsburgh",N/A,ChIJpZ63TQbzNIgRTP9SqhARIxw,40.4850699,-79.973259
Hatfield st,Kyle’s Cakes N’at,"543 North Avenue, Pittsburgh",5,ChIJgx-Db-V7xokR6LCiU7HTlmo,40.4849365,-79.9731708
Hatfield st,Veterans of Foreign Wars Post 118,"605 North Avenue, Millvale",4.6,ChIJG26sRgbzNIgRIhXCK8JYmOg,40.48539099999999,-79.9733224
Fisk st,MT Troy Rd + Baun,United States,N/A,ChIJ6yiUVJ7zNIgRfz4WIomnwGc,40.481491,-79.989209
Fisk st,All Automatic Transmisson Properties,"625 North Avenue, Millvale",4.2,ChIJO8NjqbTzNIgRHFWB2QKdG90,40.4861563,-79.97336949999999
Fisk st,Caesars Alehouse & Eatery,"623 North Avenue, Millvale",4.7,ChIJUUsxHFPzNIgR7JI0P48xA4E,40.4860543,-79.97329839999999
Smallman st,MT Troy Rd + Ridgelawn Cemetery Ent,United States,N/A,ChIJcVxfTJ7zNIgRmEhfkS7fqiI,40.482084,-79.98947199999999
Charlotte,"The Preferred Nanny, LLC","479 Irwin Lane, Pittsburgh",5,ChIJWS42XgzzNIgRe3cqkfzs-KU,40.4896057,-79.983415
